Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
B01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18726,0,18726,0,,,,,,,,,,,,,,,,,,,,,,,,,14049.7488838839,14049.7488838839,,,,,,,,,,,,,,,,,,,No,0,0,0,18726,0,0,0,0,0,0,0,0
B01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18726,0,18726,0,,,,,,,,,,,,,,,,,,,,,,,,,14007.3304758737,14007.3304758737,,,,,,,,,,,,,,,,,,,No,0,0,0,18726,0,0,0,0,0,0,0,0
B02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18905,0,18905,0,,,,,,,,,,,,,,,,,,,,,,,,,1254.69840038494,1254.69840038494,,,,,,,,,,,,,,,,,,,No,0,0,0,18905,0,0,0,0,0,0,0,0
B02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18905,0,18905,0,,,,,,,,,,,,,,,,,,,,,,,,,2526.36182375436,2526.36182375436,,,,,,,,,,,,,,,,,,,No,0,0,0,18905,0,0,0,0,0,0,0,0
B03,0.001_MOI_1pg,,,,1,0.64664900302887,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,12.9329795837402,,,1.13923060894012,0.321925014257431,19457,10,19447,0,,,,,,,,1428.02319335938,,,,,,,,,,,,,,,,3289.46437988281,1259.3702316751,1260.41360637223,,,,,0.874025106430054,0.462643533945084,,,,,,,,,,,,,No,0,10,0,19447,0,0,0,0,0,0,0,0
B03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19457,0,19457,0,,,,,,,,,,,,,,,,,,,,,,,,,2539.56917948021,2539.56917948021,,,,,,,,,,,,,,,,,,,No,0,10,0,19447,0,0,0,0,0,0,0,0
B04,0.01_MOI_1pg,,,,1,1.24317264556885,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,24.863452911377,,,1.89266264438629,0.762704312801361,19234,19,19215,0,19.0084018707275,,,49.2731085735802,0,2,,,,,,,2,9.5042008985415,,,24.6365542867901,0,90.4799992911517,,,104.194513738669,76.7654848436346,10471.3930921053,1170.03679314841,1179.22498955478,,,,,1.55042564868927,0.97951740026474,,,33.8143529393619,4.20245065480408,,,16.907176469681,2.10122532740204,,,97.1893466623182,83.7706519199852,No,0,19,2,19213,0,0,0,0,0,0,0,0
B04,0.01_MOI_1pg,,,,2,0.130802437663078,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,2.61604881286621,,,0.419008195400238,0.0198156945407391,19234,2,19232,0,,,,,,,,,,,,,,,,,,,,,,,,7018.60400390625,2351.73853578742,2352.22380827033,,,,,0.251479744911194,0.0567665845155716,,,,,,,,,,,,,No,0,19,2,19213,0,0,0,0,0,0,0,0
B05,0.1_MOI_1pg,,,,1,10.4722528457642,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,209.445053100586,,,12.0663623809814,8.88015842437744,20022,166,19856,0,1.19520747661591,,,1.42514490125043,0.965270018520339,2,,,,,,,2,0.597603729942693,,,0.712572450625216,0.48263500926017,37.406255302379,,,41.9107031925151,32.9018074122429,9932.95705184017,1069.71013227304,1143.19424917686,,,,,11.2853212356567,9.65970802307129,,,1.31252237952735,1.07789254024342,,,0.656261189763675,0.53894627012171,,,39.7044410137864,35.1080695909715,No,2,164,275,19581,0,0,0,0,0,0,0,0
B05,0.1_MOI_1pg,,,,2,17.5237407684326,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,350.474822998047,,,19.5891361236572,15.4617319107056,20022,277,19745,0,,,,,,,,,,,,,,,,,,,,,,,,10268.6732799103,2139.3719634322,2251.83907284507,,,,,18.5770893096924,16.4712734222412,,,,,,,,,,,,,No,2,164,275,19581,0,0,0,0,0,0,0,0
C01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19023,0,19023,0,,,,,,,,,,,,,,,,,,,,,,,,,13836.4894871812,13836.4894871812,,,,,,,,,,,,,,,,,,,No,0,0,0,19023,0,0,0,0,0,0,0,0
C01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19023,0,19023,0,,,,,,,,,,,,,,,,,,,,,,,,,13762.6133666729,13762.6133666729,,,,,,,,,,,,,,,,,,,No,0,0,0,19023,0,0,0,0,0,0,0,0
C02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,17621,0,17621,0,,,,,,,,,,,,,,,,,,,,,,,,,1261.59621083802,1261.59621083802,,,,,,,,,,,,,,,,,,,No,0,0,0,17621,0,0,0,0,0,0,0,0
C02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,17621,0,17621,0,,,,,,,,,,,,,,,,,,,,,,,,,2539.64566243536,2539.64566243536,,,,,,,,,,,,,,,,,,,No,0,0,0,17621,0,0,0,0,0,0,0,0
C03,0.001_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18572,0,18572,0,,,,,,,,,,,,,,,,,,,,,,,,,1207.86622624559,1207.86622624559,,,,,,,,,,,,,,,,,,,No,0,0,0,18572,0,0,0,0,0,0,0,0
C03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18572,0,18572,0,,,,,,,,,,,,,,,,,,,,,,,,,2425.64598739134,2425.64598739134,,,,,,,,,,,,,,,,,,,No,0,0,0,18572,0,0,0,0,0,0,0,0
C04,0.01_MOI_1pg,,,,1,1.41525864601135,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,28.3051719665527,,,2.11356782913208,0.891022920608521,18675,21,18654,0,14.0067520141602,,,31.9585507711436,0,2,,,,,,,2,7.00337580227935,,,15.9792753855718,0,87.5052724662111,,,101.51828677849,73.4922581539319,10298.7777390253,1142.42800148152,1152.72429837514,,,,,1.74665927886963,1.12877607345581,,,22.9000690342669,5.11343417485051,,,11.4500345171334,2.55671708742525,,,94.4473167298362,80.5632282025859,No,0,21,3,18651,0,0,0,0,0,0,0,0
C04,0.01_MOI_1pg,,,,2,0.202082350850105,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,4.04164695739746,,,0.535656630992889,0.0479579418897629,18675,3,18672,0,,,,,,,,,,,,,,,,,,,,,,,,10877.7942708333,2288.6944139443,2290.07418902171,,,,,0.345984786748886,0.105011411011219,,,,,,,,,,,,,No,0,21,3,18651,0,0,0,0,0,0,0,0
C05,0.1_MOI_1pg,,,,1,11.3386831283569,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,226.773666381836,,,12.9605731964111,9.71888256072998,20950,188,20762,0,1.4002845287323,,,1.6613869064279,1.13918204186574,2,,,,,,,2,0.70014223707341,,,0.830693453213948,0.569591020932871,41.1813918745187,,,45.6979791664699,36.6648045825674,9986.81788407995,1078.06984985928,1158.01470095395,,,,,12.1659164428711,10.5119934082031,,,1.53349991842596,1.26706902986768,,,0.76674995921298,0.633534514933839,,,43.485771720644,38.8770120283934,No,1,187,267,20495,0,0,0,0,0,0,0,0
C05,0.1_MOI_1pg,,,,2,16.1948280334473,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,323.896545410156,,,18.1352825164795,14.2573661804199,20950,268,20682,0,,,,,,,,,,,,,,,,,,,,,,,,10343.9340492362,2155.25770171479,2260.01022014609,,,,,17.1844825744629,15.2059555053711,,,,,,,,,,,,,No,1,187,267,20495,0,0,0,0,0,0,0,0
D01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18950,0,18950,0,,,,,,,,,,,,,,,,,,,,,,,,,13677.6576266697,13677.6576266697,,,,,,,,,,,,,,,,,,,No,0,0,0,18950,0,0,0,0,0,0,0,0
D01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18950,0,18950,0,,,,,,,,,,,,,,,,,,,,,,,,,13553.1220479984,13553.1220479984,,,,,,,,,,,,,,,,,,,No,0,0,0,18950,0,0,0,0,0,0,0,0
D02,NTC,,,,1,0.456775426864624,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,9.13550853729248,,,0.889690577983856,0.194044038653374,19280,7,19273,0,,,,,,,,1415.76831054688,,,,,,,,,,,,,,,,3923.70166015625,1251.89883538601,1252.86888827882,,,,,0.653370440006256,0.304259240627289,,,,,,,,,,,,,No,0,7,0,19273,0,0,0,0,0,0,0,0
D02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19280,0,19280,0,,,,,,,,,,,,,,,,,,,,,,,,,2519.45561162545,2519.45561162545,,,,,,,,,,,,,,,,,,,No,0,7,0,19273,0,0,0,0,0,0,0,0
D03,0.001_MOI_1pg,,,,1,0.905380547046661,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,18.1076107025146,,,1.55691683292389,0.467424213886261,15288,11,15277,0,,,,,,,,1427.45166015625,,,,,,,,,,,,,,,,2187.43788840554,1284.34743141434,1284.99722177455,,,,,1.20734632015228,0.65855860710144,,,,,,,,,,,,,No,0,11,0,15277,0,0,0,0,0,0,0,0
D03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,15288,0,15288,0,,,,,,,,,,,,,,,,,,,,,,,,,2583.64853122458,2583.64853122458,,,,,,,,,,,,,,,,,,,No,0,11,0,15277,0,0,0,0,0,0,0,0
D04,0.01_MOI_1pg,,,,1,3.45752453804016,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,69.1504898071289,,,4.55946350097656,2.54975605010986,16758,46,16712,0.147162353292331,5.41645669937134,,,8.46076659440627,2.37214697209725,2,,1289.77465820313,,,,,2,2.70822839162588,,,4.23038329720313,1.18607348604862,73.0329447275078,,,84.1023911415134,61.9634983135021,6790.91409434443,1147.25346144425,1162.74507077194,,,,,3.99150609970093,2.97357559204102,,,6.95510098052761,3.8778125859759,,,3.47755049026381,1.93890629298795,,,78.6276248187258,67.4382646362897,No,2,44,15,16697,0,0,0,0,0,0,0,0
D04,0.01_MOI_1pg,,,,2,1.27667391300201,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,25.5334777832031,,,1.98796772956848,0.759615004062653,16758,17,16741,0.147162353292331,,,,,,,,2484.07446289063,,,,,,,,,,,,,,,,2962.90409581801,2297.27978337708,2297.95501987973,,,,,1.61190295219421,0.991562843322754,,,,,,,,,,,,,No,2,44,15,16697,0,0,0,0,0,0,0,0
D05,0.1_MOI_1pg,,,,1,13.2280225753784,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,264.560455322266,,,15.4056568145752,11.0541534423828,13574,142,13432,0.00514817634701498,1.52438390254974,,,1.857342209368,1.19142557019102,2,,,,,,,2,0.762191944889755,,,0.928671104684002,0.595712785095508,43.2524928456326,,,48.613587213856,37.8913984774092,10347.464878136,1146.5376063035,1242.79012380757,,,,,14.3385896682739,12.1184358596802,,,1.69426045798752,1.3545073215715,,,0.847130228993759,0.677253660785751,,,45.9877430542432,40.517242637022,No,2,140,184,13248,0,0,0,0,0,0,0,0
D05,0.1_MOI_1pg,,,,2,17.3552379608154,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,347.104766845703,,,19.8519287109375,14.8634948730469,13574,186,13388,0.00514817634701498,,,,,,,,,,,,,,,,,,,,,,,,10700.2947118616,2290.78697959095,2406.01966252909,,,,,18.6284408569336,16.083324432373,,,,,,,,,,,,,No,2,140,184,13248,0,0,0,0,0,0,0,0
E01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19554,0,19554,0,,,,,,,,,,,,,,,,,,,,,,,,,13834.1920735228,13834.1920735228,,,,,,,,,,,,,,,,,,,No,0,0,0,19554,0,0,0,0,0,0,0,0
E01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19554,0,19554,0,,,,,,,,,,,,,,,,,,,,,,,,,13698.7287536977,13698.7287536977,,,,,,,,,,,,,,,,,,,No,0,0,0,19554,0,0,0,0,0,0,0,0
E02,NTC,,,,1,0.344007015228271,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6.88014030456543,,,0.747647166252136,0.120942138135433,18285,5,18280,0.0687487053518227,2.5000684261322,,,5.93426390101486,0,2,,1407.85192871094,,,,,2,1.25003424800319,,,2.96713195050743,0,55.5562320490252,,,89.4731788274913,21.639285270559,5043.61364746094,1243.13483792562,1244.17407194518,,,,,0.523960113525391,0.210933938622475,,,4.21165265587897,0.788484336133803,,,2.10582632793948,0.394242168066901,,,72.4602523539271,38.6522117441233,No,1,4,3,18277,0,0,0,0,0,0,0,0
E02,NTC,,,,2,0.275198072195053,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,5.50396156311035,,,0.648944675922394,0.0830346792936325,18285,4,18281,0.0687487053518227,,,,,,,,2757.64135742188,,,,,,,,,,,,,,,,5135.52532958984,2502.21507372109,2502.79113284187,,,,,0.439588844776154,0.158025145530701,,,,,,,,,,,,,No,1,4,3,18277,0,0,0,0,0,0,0,0
E03,0.001_MOI_10pg,,,,1,136.722640991211,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2734.45288085938,,,142.684432983398,130.788970947266,19729,2032,17697,4.09867646905016,0.740521371364594,,,0.778738245742451,0.702304451371119,2,,,,,,,2,0.370260674278392,,,0.389369122871225,0.351152225685559,27.0211851824018,,,28.0388834623604,26.0034869024433,10330.1620584323,1188.15881936383,2129.74483901952,,,,,139.760848999023,133.691757202148,,,0.760019626057969,0.721023071055601,,,0.380009813028984,0.3605115355278,,,27.5404152857435,26.5019550790602,No,560,1472,4459,13238,0,0,0,0,0,0,0,0
E03,0.001_MOI_10pg,,,,2,369.260498046875,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,7385.2099609375,,,379.555206298828,359.049346923828,19729,5019,14710,4.09867646905016,,,,,,,,,,,,,,,,,,,,,,,,10979.1293371322,2351.53875758977,4546.37261225667,,,,,374.502380371094,364.040374755859,,,,,,,,,,,,,No,560,1472,4459,13238,0,0,0,0,0,0,0,0
E04,0.01_MOI_10pg,,,,1,24.3478736877441,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,486.957458496094,,,26.7636280059814,21.9367542266846,20396,391,20005,0.0668496484218696,16.0947742462158,,,20.8974948998444,11.292052094552,2,,,,,,,2,8.04738674859911,,,10.4487474499222,5.64602604727601,88.9470846357393,,,91.88075347607,86.0134157954086,10396.1338277753,1182.74999250676,1359.37448160217,,,,,25.5798225402832,23.1171340942383,,,18.5293645374206,13.6601824569758,,,9.26468226871032,6.83009122848789,,,90.434217299673,87.4599519718055,No,2,389,47,19958,0,0,0,0,0,0,0,0
E04,0.01_MOI_10pg,,,,2,3.02556276321411,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,60.5112533569336,,,3.95679998397827,2.25366139411926,20396,49,20347,0.0668496484218696,,,,,,,,,,,,,,,,,,,,,,,,10966.2144650829,2378.80462778172,2399.43529467855,,,,,3.47742772102356,2.61477065086365,,,,,,,,,,,,,No,2,389,47,19958,0,0,0,0,0,0,0,0
E05,0.1_MOI_10pg,,,,1,100.881065368652,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2017.62133789063,,,105.854026794434,95.9276885986328,20605,1588,19017,0,1.26546013355255,,,1.34538145560983,1.18553884203262,2,,,,,,,2,0.632730074410611,,,0.672690727804914,0.592769421016308,38.7528890615319,,,40.2518965275994,37.2538815954643,10249.058737344,1142.37846436535,1844.21822527242,,,,,103.415840148926,98.3513946533203,,,1.30623620448178,1.22468409316066,,,0.653118102240892,0.612342046580329,,,39.517686514527,37.9880916085367,No,188,1400,2265,16752,0,0,0,0,0,0,0,0
E05,0.1_MOI_10pg,,,,2,159.437759399414,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,3188.75512695313,,,165.767425537109,153.139770507813,20605,2453,18152,0,,,,,,,,,,,,,,,,,,,,,,,,10803.0633477741,2273.47558808274,3288.91255845512,,,,,162.663208007813,156.220550537109,,,,,,,,,,,,,No,188,1400,2265,16752,0,0,0,0,0,0,0,0
F01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19378,0,19378,0,,,,,,,,,,,,,,,,,,,,,,,,,13713.0272916915,13713.0272916915,,,,,,,,,,,,,,,,,,,No,0,0,0,19378,0,0,0,0,0,0,0,0
F01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19378,0,19378,0,,,,,,,,,,,,,,,,,,,,,,,,,13560.5377004125,13560.5377004125,,,,,,,,,,,,,,,,,,,No,0,0,0,19378,0,0,0,0,0,0,0,0
F02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,17675,0,17675,0,,,,,,,,,,,,,,,,,,,,,,,,,1383.92563634719,1383.92563634719,,,,,,,,,,,,,,,,,,,No,0,0,0,17675,0,0,0,0,0,0,0,0
F02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,17675,0,17675,0,,,,,,,,,,,,,,,,,,,,,,,,,2816.76790805671,2816.76790805671,,,,,,,,,,,,,,,,,,,No,0,0,0,17675,0,0,0,0,0,0,0,0
F03,0.001_MOI_10pg,,,,1,143.506072998047,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2870.12158203125,,,149.598648071289,137.44287109375,19885,2144,17741,0.39665942834967,0.757124245166779,,,0.795296469520584,0.718951996759309,2,,,,,,,2,0.378562116569973,,,0.397648234760292,0.359475998379655,27.4606499061414,,,28.4649532978414,26.4563465144415,10431.4712840977,1212.11648632678,2206.14699607889,,,,,146.61083984375,140.408950805664,,,0.77659967279568,0.737648793484214,,,0.38829983639784,0.368824396742107,,,27.9730445666497,26.9482552456331,No,562,1582,4612,13129,0,0,0,0,0,0,0,0
F03,0.001_MOI_10pg,,,,2,379.081970214844,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,7581.6396484375,,,389.493469238281,368.755889892578,19885,5174,14711,0.39665942834967,,,,,,,,,,,,,,,,,,,,,,,,11156.7997064461,2404.41521140975,4681.75176546146,,,,,384.383178710938,373.802978515625,,,,,,,,,,,,,No,562,1582,4612,13129,0,0,0,0,0,0,0,0
