Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
B01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18726,0,18726,0,,,,,,,,,,,,,,,,,,,,,,,,,14049.74888,14049.74888,,,,,,,,,,,,,,,,,,,No,0,0,0,18726,0,0,0,0,0,0,0,0
B01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18726,0,18726,0,,,,,,,,,,,,,,,,,,,,,,,,,14007.33048,14007.33048,,,,,,,,,,,,,,,,,,,No,0,0,0,18726,0,0,0,0,0,0,0,0
B02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18905,0,18905,0,,,,,,,,,,,,,,,,,,,,,,,,,1254.6984,1254.6984,,,,,,,,,,,,,,,,,,,No,0,0,0,18905,0,0,0,0,0,0,0,0
B02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18905,0,18905,0,,,,,,,,,,,,,,,,,,,,,,,,,2526.361824,2526.361824,,,,,,,,,,,,,,,,,,,No,0,0,0,18905,0,0,0,0,0,0,0,0
B03,0.001_MOI_1pg,,,,1,0.646649003,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,12.93297958,,,1.139230609,0.321925014,19457,10,19447,0,,,,,,,,1428.023193,,,,,,,,,,,,,,,,3289.46438,1259.370232,1260.413606,,,,,0.874025106,0.462643534,,,,,,,,,,,,,No,0,10,0,19447,0,0,0,0,0,0,0,0
B03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19457,0,19457,0,,,,,,,,,,,,,,,,,,,,,,,,,2539.569179,2539.569179,,,,,,,,,,,,,,,,,,,No,0,10,0,19447,0,0,0,0,0,0,0,0
B04,0.01_MOI_1pg,,,,1,1.243172646,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,24.86345291,,,1.892662644,0.762704313,19234,19,19215,0,19.00840187,,,49.27310857,0,2,,,,,,,2,9.504200899,,,24.63655429,0,90.47999929,,,104.1945137,76.76548484,10471.39309,1170.036793,1179.22499,,,,,1.550425649,0.9795174,,,33.81435294,4.202450655,,,16.90717647,2.101225327,,,97.18934666,83.77065192,No,0,19,2,19213,0,0,0,0,0,0,0,0
B04,0.01_MOI_1pg,,,,2,0.130802438,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,2.616048813,,,0.419008195,0.019815695,19234,2,19232,0,,,,,,,,,,,,,,,,,,,,,,,,7018.604004,2351.738536,2352.223808,,,,,0.251479745,0.056766585,,,,,,,,,,,,,No,0,19,2,19213,0,0,0,0,0,0,0,0
B05,0.1_MOI_1pg,,,,1,10.47225285,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,209.4450531,,,12.06636238,8.880158424,20022,166,19856,0,1.195207477,,,1.425144901,0.965270019,2,,,,,,,2,0.59760373,,,0.712572451,0.482635009,37.4062553,,,41.91070319,32.90180741,9932.957052,1069.710132,1143.194249,,,,,11.28532124,9.659708023,,,1.31252238,1.07789254,,,0.65626119,0.53894627,,,39.70444101,35.10806959,No,2,164,275,19581,0,0,0,0,0,0,0,0
B05,0.1_MOI_1pg,,,,2,17.52374077,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,350.474823,,,19.58913612,15.46173191,20022,277,19745,0,,,,,,,,,,,,,,,,,,,,,,,,10268.67328,2139.371963,2251.839073,,,,,18.57708931,16.47127342,,,,,,,,,,,,,No,2,164,275,19581,0,0,0,0,0,0,0,0
C01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19023,0,19023,0,,,,,,,,,,,,,,,,,,,,,,,,,13836.48949,13836.48949,,,,,,,,,,,,,,,,,,,No,0,0,0,19023,0,0,0,0,0,0,0,0
C01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19023,0,19023,0,,,,,,,,,,,,,,,,,,,,,,,,,13762.61337,13762.61337,,,,,,,,,,,,,,,,,,,No,0,0,0,19023,0,0,0,0,0,0,0,0
C02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,17621,0,17621,0,,,,,,,,,,,,,,,,,,,,,,,,,1261.596211,1261.596211,,,,,,,,,,,,,,,,,,,No,0,0,0,17621,0,0,0,0,0,0,0,0
C02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,17621,0,17621,0,,,,,,,,,,,,,,,,,,,,,,,,,2539.645662,2539.645662,,,,,,,,,,,,,,,,,,,No,0,0,0,17621,0,0,0,0,0,0,0,0
C03,0.001_MOI_1pg,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18572,0,18572,0,,,,,,,,,,,,,,,,,,,,,,,,,1207.866226,1207.866226,,,,,,,,,,,,,,,,,,,No,0,0,0,18572,0,0,0,0,0,0,0,0
C03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18572,0,18572,0,,,,,,,,,,,,,,,,,,,,,,,,,2425.645987,2425.645987,,,,,,,,,,,,,,,,,,,No,0,0,0,18572,0,0,0,0,0,0,0,0
C04,0.01_MOI_1pg,,,,1,1.415258646,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,28.30517197,,,2.113567829,0.891022921,18675,21,18654,0,14.00675201,,,31.95855077,0,2,,,,,,,2,7.003375802,,,15.97927539,0,87.50527247,,,101.5182868,73.49225815,10298.77774,1142.428001,1152.724298,,,,,1.746659279,1.128776073,,,22.90006903,5.113434175,,,11.45003452,2.556717087,,,94.44731673,80.5632282,No,0,21,3,18651,0,0,0,0,0,0,0,0
C04,0.01_MOI_1pg,,,,2,0.202082351,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,4.041646957,,,0.535656631,0.047957942,18675,3,18672,0,,,,,,,,,,,,,,,,,,,,,,,,10877.79427,2288.694414,2290.074189,,,,,0.345984787,0.105011411,,,,,,,,,,,,,No,0,21,3,18651,0,0,0,0,0,0,0,0
C05,0.1_MOI_1pg,,,,1,11.33868313,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,226.7736664,,,12.9605732,9.718882561,20950,188,20762,0,1.400284529,,,1.661386906,1.139182042,2,,,,,,,2,0.700142237,,,0.830693453,0.569591021,41.18139187,,,45.69797917,36.66480458,9986.817884,1078.06985,1158.014701,,,,,12.16591644,10.51199341,,,1.533499918,1.26706903,,,0.766749959,0.633534515,,,43.48577172,38.87701203,No,1,187,267,20495,0,0,0,0,0,0,0,0
C05,0.1_MOI_1pg,,,,2,16.19482803,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,323.8965454,,,18.13528252,14.25736618,20950,268,20682,0,,,,,,,,,,,,,,,,,,,,,,,,10343.93405,2155.257702,2260.01022,,,,,17.18448257,15.20595551,,,,,,,,,,,,,No,1,187,267,20495,0,0,0,0,0,0,0,0
D01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,18950,0,18950,0,,,,,,,,,,,,,,,,,,,,,,,,,13677.65763,13677.65763,,,,,,,,,,,,,,,,,,,No,0,0,0,18950,0,0,0,0,0,0,0,0
D01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,18950,0,18950,0,,,,,,,,,,,,,,,,,,,,,,,,,13553.12205,13553.12205,,,,,,,,,,,,,,,,,,,No,0,0,0,18950,0,0,0,0,0,0,0,0
D02,NTC,,,,1,0.456775427,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,9.135508537,,,0.889690578,0.194044039,19280,7,19273,0,,,,,,,,1415.768311,,,,,,,,,,,,,,,,3923.70166,1251.898835,1252.868888,,,,,0.65337044,0.304259241,,,,,,,,,,,,,No,0,7,0,19273,0,0,0,0,0,0,0,0
D02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19280,0,19280,0,,,,,,,,,,,,,,,,,,,,,,,,,2519.455612,2519.455612,,,,,,,,,,,,,,,,,,,No,0,7,0,19273,0,0,0,0,0,0,0,0
D03,0.001_MOI_1pg,,,,1,0.905380547,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,18.1076107,,,1.556916833,0.467424214,15288,11,15277,0,,,,,,,,1427.45166,,,,,,,,,,,,,,,,2187.437888,1284.347431,1284.997222,,,,,1.20734632,0.658558607,,,,,,,,,,,,,No,0,11,0,15277,0,0,0,0,0,0,0,0
D03,0.001_MOI_1pg,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,15288,0,15288,0,,,,,,,,,,,,,,,,,,,,,,,,,2583.648531,2583.648531,,,,,,,,,,,,,,,,,,,No,0,11,0,15277,0,0,0,0,0,0,0,0
D04,0.01_MOI_1pg,,,,1,3.457524538,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,69.15048981,,,4.559463501,2.54975605,16758,46,16712,0.147162353,5.416456699,,,8.460766594,2.372146972,2,,1289.774658,,,,,2,2.708228392,,,4.230383297,1.186073486,73.03294473,,,84.10239114,61.96349831,6790.914094,1147.253461,1162.745071,,,,,3.9915061,2.973575592,,,6.955100981,3.877812586,,,3.47755049,1.938906293,,,78.62762482,67.43826464,No,2,44,15,16697,0,0,0,0,0,0,0,0
D04,0.01_MOI_1pg,,,,2,1.276673913,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,25.53347778,,,1.98796773,0.759615004,16758,17,16741,0.147162353,,,,,,,,2484.074463,,,,,,,,,,,,,,,,2962.904096,2297.279783,2297.95502,,,,,1.611902952,0.991562843,,,,,,,,,,,,,No,2,44,15,16697,0,0,0,0,0,0,0,0
D05,0.1_MOI_1pg,,,,1,13.22802258,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,264.5604553,,,15.40565681,11.05415344,13574,142,13432,0.005148176,1.524383903,,,1.857342209,1.19142557,2,,,,,,,2,0.762191945,,,0.928671105,0.595712785,43.25249285,,,48.61358721,37.89139848,10347.46488,1146.537606,1242.790124,,,,,14.33858967,12.11843586,,,1.694260458,1.354507322,,,0.847130229,0.677253661,,,45.98774305,40.51724264,No,2,140,184,13248,0,0,0,0,0,0,0,0
D05,0.1_MOI_1pg,,,,2,17.35523796,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,347.1047668,,,19.85192871,14.86349487,13574,186,13388,0.005148176,,,,,,,,,,,,,,,,,,,,,,,,10700.29471,2290.78698,2406.019663,,,,,18.62844086,16.08332443,,,,,,,,,,,,,No,2,140,184,13248,0,0,0,0,0,0,0,0
E01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19554,0,19554,0,,,,,,,,,,,,,,,,,,,,,,,,,13834.19207,13834.19207,,,,,,,,,,,,,,,,,,,No,0,0,0,19554,0,0,0,0,0,0,0,0
E01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19554,0,19554,0,,,,,,,,,,,,,,,,,,,,,,,,,13698.72875,13698.72875,,,,,,,,,,,,,,,,,,,No,0,0,0,19554,0,0,0,0,0,0,0,0
E02,NTC,,,,1,0.344007015,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6.880140305,,,0.747647166,0.120942138,18285,5,18280,0.068748705,2.500068426,,,5.934263901,0,2,,1407.851929,,,,,2,1.250034248,,,2.967131951,0,55.55623205,,,89.47317883,21.63928527,5043.613647,1243.134838,1244.174072,,,,,0.523960114,0.210933939,,,4.211652656,0.788484336,,,2.105826328,0.394242168,,,72.46025235,38.65221174,No,1,4,3,18277,0,0,0,0,0,0,0,0
E02,NTC,,,,2,0.275198072,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,5.503961563,,,0.648944676,0.083034679,18285,4,18281,0.068748705,,,,,,,,2757.641357,,,,,,,,,,,,,,,,5135.52533,2502.215074,2502.791133,,,,,0.439588845,0.158025146,,,,,,,,,,,,,No,1,4,3,18277,0,0,0,0,0,0,0,0
E03,0.001_MOI_10pg,,,,1,136.722641,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2734.452881,,,142.684433,130.7889709,19729,2032,17697,4.098676469,0.740521371,,,0.778738246,0.702304451,2,,,,,,,2,0.370260674,,,0.389369123,0.351152226,27.02118518,,,28.03888346,26.0034869,10330.16206,1188.158819,2129.744839,,,,,139.760849,133.6917572,,,0.760019626,0.721023071,,,0.380009813,0.360511536,,,27.54041529,26.50195508,No,560,1472,4459,13238,0,0,0,0,0,0,0,0
E03,0.001_MOI_10pg,,,,2,369.260498,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,7385.209961,,,379.5552063,359.0493469,19729,5019,14710,4.098676469,,,,,,,,,,,,,,,,,,,,,,,,10979.12934,2351.538758,4546.372612,,,,,374.5023804,364.0403748,,,,,,,,,,,,,No,560,1472,4459,13238,0,0,0,0,0,0,0,0
E04,0.01_MOI_10pg,,,,1,24.34787369,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,486.9574585,,,26.76362801,21.93675423,20396,391,20005,0.066849648,16.09477425,,,20.8974949,11.29205209,2,,,,,,,2,8.047386749,,,10.44874745,5.646026047,88.94708464,,,91.88075348,86.0134158,10396.13383,1182.749993,1359.374482,,,,,25.57982254,23.11713409,,,18.52936454,13.66018246,,,9.264682269,6.830091228,,,90.4342173,87.45995197,No,2,389,47,19958,0,0,0,0,0,0,0,0
E04,0.01_MOI_10pg,,,,2,3.025562763,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,60.51125336,,,3.956799984,2.253661394,20396,49,20347,0.066849648,,,,,,,,,,,,,,,,,,,,,,,,10966.21447,2378.804628,2399.435295,,,,,3.477427721,2.614770651,,,,,,,,,,,,,No,2,389,47,19958,0,0,0,0,0,0,0,0
E05,0.1_MOI_10pg,,,,1,100.8810654,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2017.621338,,,105.8540268,95.9276886,20605,1588,19017,0,1.265460134,,,1.345381456,1.185538842,2,,,,,,,2,0.632730074,,,0.672690728,0.592769421,38.75288906,,,40.25189653,37.2538816,10249.05874,1142.378464,1844.218225,,,,,103.4158401,98.35139465,,,1.306236204,1.224684093,,,0.653118102,0.612342047,,,39.51768651,37.98809161,No,188,1400,2265,16752,0,0,0,0,0,0,0,0
E05,0.1_MOI_10pg,,,,2,159.4377594,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,3188.755127,,,165.7674255,153.1397705,20605,2453,18152,0,,,,,,,,,,,,,,,,,,,,,,,,10803.06335,2273.475588,3288.912558,,,,,162.663208,156.2205505,,,,,,,,,,,,,No,188,1400,2265,16752,0,0,0,0,0,0,0,0
F01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19378,0,19378,0,,,,,,,,,,,,,,,,,,,,,,,,,13713.02729,13713.02729,,,,,,,,,,,,,,,,,,,No,0,0,0,19378,0,0,0,0,0,0,0,0
F01,Positive_controls,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19378,0,19378,0,,,,,,,,,,,,,,,,,,,,,,,,,13560.5377,13560.5377,,,,,,,,,,,,,,,,,,,No,0,0,0,19378,0,0,0,0,0,0,0,0
F02,NTC,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,17675,0,17675,0,,,,,,,,,,,,,,,,,,,,,,,,,1383.925636,1383.925636,,,,,,,,,,,,,,,,,,,No,0,0,0,17675,0,0,0,0,0,0,0,0
F02,NTC,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,17675,0,17675,0,,,,,,,,,,,,,,,,,,,,,,,,,2816.767908,2816.767908,,,,,,,,,,,,,,,,,,,No,0,0,0,17675,0,0,0,0,0,0,0,0
F03,0.001_MOI_10pg,,,,1,143.506073,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2870.121582,,,149.5986481,137.4428711,19885,2144,17741,0.396659428,0.757124245,,,0.79529647,0.718951997,2,,,,,,,2,0.378562117,,,0.397648235,0.359475998,27.46064991,,,28.4649533,26.45634651,10431.47128,1212.116486,2206.146996,,,,,146.6108398,140.4089508,,,0.776599673,0.737648793,,,0.388299836,0.368824397,,,27.97304457,26.94825525,No,562,1582,4612,13129,0,0,0,0,0,0,0,0
F03,0.001_MOI_10pg,,,,2,379.0819702,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,7581.639648,,,389.4934692,368.7558899,19885,5174,14711,0.396659428,,,,,,,,,,,,,,,,,,,,,,,,11156.79971,2404.415211,4681.751765,,,,,384.3831787,373.8029785,,,,,,,,,,,,,No,562,1582,4612,13129,0,0,0,0,0,0,0,0
F04,0.01_MOI_10pg,,,,1,25.0097847,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,500.1956787,,,27.48494911,22.53948021,19963,393,19570,0,13.90712261,,,17.78692738,10.02731852,2,,,,,,,2,6.953561473,,,8.893463688,5.013659258,87.42701614,,,90.49361207,84.36042021,10229.67691,1124.381612,1303.632278,,,,,26.27201462,23.74881935,,,15.87459745,11.93964844,,,7.937298725,5.96982422,,,88.98210723,85.87192505,No,0,393,57,19513,0,0,0,0,0,0,0,0
F04,0.01_MOI_10pg,,,,2,3.596687078,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,71.93373871,,,4.616419315,2.739868879,19963,57,19906,0,,,,,,,,,,,,,,,,,,,,,,,,10741.86905,2251.980342,2276.221371,,,,,4.093079567,3.142306089,,,,,,,,,,,,,No,0,393,57,19513,0,0,0,0,0,0,0,0
F05,0.1_MOI_10pg,,,,1,105.7756729,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2115.513428,,,110.8836975,100.688324,20520,1655,18865,0.337316536,1.34496963,,,1.429150192,1.260788993,2,,,,,,,2,0.672484796,,,0.714575096,0.630394496,40.20872403,,,41.71345085,38.70399721,10350.20401,1157.65968,1899.066155,,,,,108.3792191,103.1775208,,,1.387918674,1.302020511,,,0.693959337,0.651010255,,,40.97643815,39.44100991,No,199,1456,2213,16652,0,0,0,0,0,0,0,0
F05,0.1_MOI_10pg,,,,2,157.290802,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,3145.815918,,,163.5879059,151.0250702,20520,2412,18108,0.337316536,,,,,,,,,,,,,,,,,,,,,,,,10912.92585,2309.308382,3320.610786,,,,,160.4996796,154.0901031,,,,,,,,,,,,,No,199,1456,2213,16652,0,0,0,0,0,0,0,0
G01,Positive_controls,,,,1,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,19253,0,19253,0,,,,,,,,,,,,,,,,,,,,,,,,,13827.01093,13827.01093,,,,,,,,,,,,,,,,,,,No,0,0,0,19253,0,0,0,0,0,0,0,0
