Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
A01,,,,,5,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,20734,0,20734,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.278327688,-0.278327688,,,,,,,,,,,,,,,,,,,No,2,25,7,20700,0,0,0,20734,0,0,0,20734
A01,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,20734,0,20734,0,,,,,,,,,,,,,,,,,,,,,,,,,-1.694311302,-1.694311302,,,,,,,,,,,,,,,,,,,No,2,25,7,20700,0,0,0,20734,0,0,0,20734
A02,,,,,1,2.480175018,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,49.60350037,,,3.345315695,1.779125094,19799,39,19760,0,,,,,,,,1371.304932,,,,,,,,,,,,,,,,4504.08338,1200.423501,1206.931038,,,,,2.89789772,2.104782343,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A02,,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,19799,0,19799,0,,,,,,,,,,,,,,,,,,,,,,,,,2318.364868,2318.364868,,,,,,,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A02,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,19799,0,19799,0,,,,,,,,,,,,,,,,,,,,,,,,,-2.064995128,-2.064995128,,,,,,,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A02,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,19799,0,19799,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.056672106,-0.056672106,,,,,,,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A02,,,,,5,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,19799,0,19799,0,,,,,,,,,,,,,,,,,,,,,,,,,-15.17704492,-15.17704492,,,,,,,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A02,,,,,6,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,19799,0,19799,0,,,,,,,,,,,,,,,,,,,,,,,,,15.95223394,15.95223394,,,,,,,,,,,,,,,,,,,No,0,39,0,19760,0,0,0,19799,0,0,0,19799
A03,,,,,1,1.181058168,,OK,,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,23.62116241,,,1.839041114,0.702734947,18114,17,18097,0.138429758,,,,,,,,1377.657471,,,,,,,,,,,,,,,,8064.351627,1167.075161,1173.548259,,,,,1.491165638,0.917308152,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
A03,,,,,2,0.694605768,,OK,,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,13.89211559,,,1.223736048,0.345796287,18114,10,18104,0.138429758,,,,,,,,2706.142334,,,,,,,,,,,,,,,,3646.714014,2255.411654,2256.179735,,,,,0.93885088,0.496951401,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
A03,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,18114,0,18114,0,,,,,,,,,,,,,,,,,,,,,,,,,0.562199382,0.562199382,,,,,,,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
A03,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,18114,0,18114,0,,,,,,,,,,,,,,,,,,,,,,,,,1.376643603,1.376643603,,,,,,,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
A03,,,,,5,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,18114,0,18114,0,,,,,,,,,,,,,,,,,,,,,,,,,-2.426805542,-2.426805542,,,,,,,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
A03,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NegCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,18114,0,18114,0,,,,,,,,,,,,,,,,,,,,,,,,,-1.221243498,-1.221243498,,,,,,,,,,,,,,,,,,,No,2,15,8,18089,0,0,0,18114,0,0,0,18114
B01,,,,,1,1.19560492,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,23.91209793,,,1.785456657,0.752756953,22104,21,22083,0,,,,,,,,1415.688477,,,,,,,,,,,,,,,,3589.363403,1243.156481,1245.385505,,,,,1.4755404,0.953602374,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B01,,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,22104,0,22104,0,,,,,,,,,,,,,,,,,,,,,,,,,12385.00339,12385.00339,,,,,,,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B01,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,22104,0,22104,0,,,,,,,,,,,,,,,,,,,,,,,,,0.822576216,0.822576216,,,,,,,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B01,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,22104,0,22104,0,,,,,,,,,,,,,,,,,,,,,,,,,0.586404096,0.586404096,,,,,,,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B01,,,,,5,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,22104,0,22104,0,,,,,,,,,,,,,,,,,,,,,,,,,-36.53382058,-36.53382058,,,,,,,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B01,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,22104,0,22104,0,,,,,,,,,,,,,,,,,,,,,,,,,-5.473682683,-5.473682683,,,,,,,,,,,,,,,,,,,No,0,21,0,22083,0,0,0,22104,0,0,0,22104
B02,,,,,1,0.770403564,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,15.40807152,,,1.272308588,0.421944946,21232,13,21219,0,,,,,,,,1957.306885,,,,,,,,,,,,,,,,9779.848407,1231.713443,1236.947324,,,,,1.004640579,0.575802505,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B02,,,,,2,2.01589942,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,40.31798935,,,2.774417162,1.410315633,21232,34,21198,0,,,,,,,,2707.181641,,,,,,,,,,,,,,,,2882.521068,2377.178149,2377.987383,,,,,2.380885363,1.690350056,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B02,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,21232,0,21232,0,,,,,,,,,,,,,,,,,,,,,,,,,0.312841136,0.312841136,,,,,,,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B02,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,21232,0,21232,0,,,,,,,,,,,,,,,,,,,,,,,,,0.956051892,0.956051892,,,,,,,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B02,,,,,5,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,21232,0,21232,0,,,,,,,,,,,,,,,,,,,,,,,,,-2.335921256,-2.335921256,,,,,,,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B02,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,21232,0,21232,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.7552497,-0.7552497,,,,,,,,,,,,,,,,,,,No,0,13,34,21185,0,0,0,21232,0,0,0,21232
B03,,,,,1,1.009168863,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,20.18337631,,,1.613712311,0.578692913,18704,15,18689,0.134275086,,,,,,,,1403.463867,,,,,,,,,,,,,,,,7922.188363,1151.824287,1157.253899,,,,,1.292823792,0.770460963,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
B03,,,,,2,0.470844686,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,9.416893959,,,0.917099118,0.200020209,18704,7,18697,0.134275086,,,,,,,,2655.74707,,,,,,,,,,,,,,,,3896.136649,2225.516121,2226.141353,,,,,0.673496664,0.313630223,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
B03,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,18704,0,18704,0,,,,,,,,,,,,,,,,,,,,,,,,,-2.250920003,-2.250920003,,,,,,,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
B03,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,18704,0,18704,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.246723457,-0.246723457,,,,,,,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
B03,,,,,5,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,18704,0,18704,0,,,,,,,,,,,,,,,,,,,,,,,,,-18.04152166,-18.04152166,,,,,,,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
B03,,,,,6,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,18704,0,18704,0,,,,,,,,,,,,,,,,,,,,,,,,,17.55435581,17.55435581,,,,,,,,,,,,,,,,,,,No,2,13,5,18684,0,0,0,18704,0,0,0,18704
C01,,,,,1,0.70392853,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,14.07857037,,,1.184762239,0.375086218,21449,12,21437,0.35325621,,,,,,,,1452.456299,,,,,,,,,,,,,,,,7808.253286,1222.511705,1226.196208,,,,,0.927566946,0.519519866,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C01,,,,,2,1377.453125,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,27549.0625,,,1401.423828,1353.930786,21449,14274,7175,0.35325621,,,,,,,,3830.56543,,,,,,,,,,,,,,,,11331.76605,2279.572402,8303.676653,,,,,1389.625977,1365.396973,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C01,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,21449,0,21449,0,,,,,,,,,,,,,,,,,,,,,,,,,0.750490826,0.750490826,,,,,,,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C01,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,21449,0,21449,0,,,,,,,,,,,,,,,,,,,,,,,,,0.573844697,0.573844697,,,,,,,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C01,,,,,5,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,21449,0,21449,0,,,,,,,,,,,,,,,,,,,,,,,,,-20.63176902,-20.63176902,,,,,,,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C01,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,21449,0,21449,0,,,,,,,,,,,,,,,,,,,,,,,,,-3.516483473,-3.516483473,,,,,,,,,,,,,,,,,,,No,10,2,14264,7173,0,0,0,21449,0,0,0,21449
C02,,,,,1,0.973153412,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,19.46306801,,,1.534640431,0.568960071,20689,16,20673,0,,,,,,,,,,,,,,,,,,,,,,,,10842.35089,1215.961469,1223.406113,,,,,1.237190366,0.749687374,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C02,,,,,2,0.121603012,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,2.432060242,,,0.389535934,0.018422103,20689,2,20687,0,,,,,,,,,,,,,,,,,,,,,,,,11261.31201,2347.913383,2348.775039,,,,,0.23379223,0.052774262,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C02,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,20689,0,20689,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.062181666,-0.062181666,,,,,,,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C02,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,20689,0,20689,0,,,,,,,,,,,,,,,,,,,,,,,,,1.239342809,1.239342809,,,,,,,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C02,,,,,5,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,20689,0,20689,0,,,,,,,,,,,,,,,,,,,,,,,,,-6.867029026,-6.867029026,,,,,,,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C02,,,,,6,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,20689,0,20689,0,,,,,,,,,,,,,,,,,,,,,,,,,1.679673773,1.679673773,,,,,,,,,,,,,,,,,,,No,0,16,2,20671,0,0,0,20689,0,0,0,20689
C03,,,,,1,301.2746277,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6025.492676,,,310.971344,291.6520996,17630,3755,13875,0,,,,,,,,1970.262817,,,11.73912852,13.30726212,,,,,,,,,,,,11204.53062,1231.566446,3355.700336,,,,,306.2125854,296.3559875,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
C03,,,,,2,138.0108643,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,2760.217285,,,144.3498383,131.7036896,17630,1832,15798,0,,,,,,,,2966.292236,,,13.40572224,5.86463203,,,,,,,,,,,,11400.02615,2359.504841,3298.939613,,,,,141.2410431,134.7889709,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
C03,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,17630,0,17630,0,,,,,,,,,,,,,,,,,,,,,,,,,0.08174805,0.08174805,,,,,,,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
C03,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,17630,0,17630,0,,,,,,,,,,,,,,,,,,,,,,,,,0.61946683,0.61946683,,,,,,,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
C03,,,,,5,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,17630,0,17630,0,,,,,,,,,,,,,,,,,,,,,,,,,-8.057921722,-8.057921722,,,,,,,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
C03,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,17630,0,17630,0,,,,,,,,,,,,,,,,,,,,,,,,,1.064874797,1.064874797,,,,,,,,,,,,,,,,,,,No,384,3371,1448,12427,0,0,0,17630,0,0,0,17630
D01,,,,,1,0.497621059,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,9.952421188,,,0.931894064,0.22527355,20226,8,20218,0,,,,,,,,1556.985107,,,,,,,,,,,,,,,,9109.897705,1349.507631,1352.577102,,,,,0.696040154,0.341098011,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D01,,,,,2,No Call,,CHECK,Automatic Analysis Unsuccessful,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),HEX,,,,,,20226,0,20226,0,,,,,,,,,,,,,,,,,,,,,,,,,12744.35615,12744.35615,,,,,,,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D01,,,,,3,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5,,,,,,20226,0,20226,0,,,,,,,,,,,,,,,,,,,,,,,,,0.07992742,0.07992742,,,,,,,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D01,,,,,4,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),Cy5.5,,,,,,20226,0,20226,0,,,,,,,,,,,,,,,,,,,,,,,,,0.474003068,0.474003068,,,,,,,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D01,,,,,5,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ROX,,,,,,20226,0,20226,0,,,,,,,,,,,,,,,,,,,,,,,,,-39.52158047,-39.52158047,,,,,,,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D01,,,,,6,No Call,,CHECK,Invalid Droplet Measurements or Droplet Variance Exceeded,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),ATTO590,,,,,,20226,0,20226,0,,,,,,,,,,,,,,,,,,,,,,,,,-1.658979597,-1.658979597,,,,,,,,,,,,,,,,,,,No,0,8,0,20218,0,0,0,20226,0,0,0,20226
D02,,,,,1,0.364122629,,OK,,DQ,NTC,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7.282452583,,,0.744379163,0.142602131,20730,6,20724,0,,,,,,,,1441.290527,,,,,,,,,,,,,,,,9175.801514,1187.871844,1190.183835,,,,,0.535296679,0.234058067,,,,,,,,,,,,,No,0,6,9,20715,0,0,0,20730,0,0,0,20730
